pt,en
uma mentira repetida muitas vezes não se torna verdade,a lie repeated many times does not become the truth
não pode passar impune,can't go unpunished
"esse debate tem sido contaminado por mentiras, algumas das quais envolvendo-me diretamente, e é imperioso que se reponha a verdade","this debate has been tainted by lies, some of which have involved me directly, and it is imperative that the truth be restored."
o programa do xxi governo constitucional referia apenas “o descongelamento das carreiras a partir de 2018”,the program of the 21st constitutional government referred only to “the unfreezing of careers as of 2018”
"é falso, por isso, que o governo tenha, em algum momento, prometido a recuperação do tempo e que não esteja a cumprir o que prometeu","it is false, therefore, that the government has, at some point, promised the recovery of time and that it is not fulfilling what it promised"
nenhum compromisso no seu programa relativamente à recuperação do tempo de serviço,no commitments in your program regarding time recovery
todas as audições estão gravadas,all auditions are recorded
se pode constatar que em momento algum foi por mim dito que se iria recuperar todo o tempo de serviço,it can be seen that at no time was it said by me that all the time of service would be recovered
o tempo a recuperar não estava definido à partida na negociação,the time to recover was not defined at the outset in the negotiation
este documento definiu como base negocial três variáveis: i) o tempo a recuperar; ii) o modo de recuperação e; iii) o calendário,this document defined three variables as a basis for negotiation: i) the time to be recovered; ii) the mode of recovery and; iii) the calendar
o texto se intitulou “declaração de compromisso” e não “acordo”,the text was entitled “declaration of commitment” and not “agreement”
o governo não prometeu a reposição de todo o tempo de serviço na declaração de compromisso,the government did not promise to replace all service time in the statement of commitment
"não há, portanto, uma expectativa criada","therefore, there is no expectation created"
a recuperação do tempo de serviço dos professores tem estado ultimamente no centro do debate político,The recovery of teachers' tenure has lately been at the center of the political debate
apreciação parlamentar do decreto-lei do governo sobre esta matéria,parliamentary appreciation of the government decree-law on this matter
é imperioso que se reponha a verdade,it is imperative that the truth be restored
esse debate tem sido contaminado por mentiras,this debate has been tainted by lies
uma mentira repetida muitas vezes não se torna verdade e não pode passar impune,a lie repeated many times does not become the truth and cannot go unpunished
"o programa do xxi governo constitucional referia apenas “o descongelamento das carreiras a partir de 2018”, não havendo nenhum compromisso no seu programa relativamente à recuperação do tempo de serviço","the program of the 21st constitutional government referred only to “the unfreezing of careers as of 2018”, with no commitment in its program regarding the recovery of time of service"
fazer a correção dos anos em que o congelamento vigorou é algo de difícil,correcting the years in which the freeze was in force is difficult
impacto financeiro enorme que isso comporta,huge financial impact that this entails
essa não é matéria para o oe porque o oe descongela e descongela todos os professores no sentido de retomar a contagem do cronómetro,this is not a matter for oe because oe unfreezes and unfreezes all the teachers in order to resume the stopwatch count
ciente do enorme impacto financeiro que estava em causa,aware of the huge financial impact involved
o governo partia para essa negociação com abertura,the government started this negotiation with openness
"ficou, por isso, claro que o tempo a recuperar não estava definido à partida na negociação",it was therefore clear that the time to be recovered was not defined at the outset in the negotiation
"o texto se intitulou “declaração de compromisso” e não “acordo”, por exigência das próprias estruturas sindicais","the text was entitled “declaration of commitment” and not “agreement”, as demanded by the union structures themselves"
"na carreira geral, a mudança de posição remuneratória só ocorre ao fim de dez anos, correspondendo a 1 ponto por ano em cada ciclo avaliativo","in the general career, the change of salary position only occurs after ten years, corresponding to 1 point per year in each evaluation cycle"
a atribuição de um ponto por cada um dos sete anos de congelamento traduz-se em 70% dos dez pontos necessários à progressão,the allocation of one point for each of the seven years of freezing translates into 70% of the ten points needed for progression
"aplicando o mesmo pressuposto, a proposta do governo é de recuperar 70% do escalão de quatro anos da carreira docente, ou seja, 2 anos, 9 meses e 18 dias","applying the same assumption, the government's proposal is to recover 70% of the four-year stage of the teaching career, that is, 2 years, 9 months and 18 days"
não ter sido possível chegar a acordo com as estruturas sindicais,it was not possible to reach an agreement with the union structures
"o governo aprovou um diploma no qual assume a recuperação de 2 anos, 9 meses e 18 dias","the government approved a diploma in which it assumes the recovery of 2 years, 9 months and 18 days"
esta é a verdade dos factos,this is the truth of the facts
"mente aos professores quem tenta aprovar normas de recuperação de 9 anos, 4 meses e 2 dias com cláusulas que sabe que apenas garantem que esse tempo nunca será recuperado","mind teachers who try to pass 9 years, 4 months and 2 days recovery rules with clauses that they know only guarantee that that time will never be recovered"
mente quem refere declarações de forma parcelar ou omite aos professores e aos portugueses o que está efetivamente na declaração de compromisso,whoever refers statements in a piecemeal way or omits to teachers and the Portuguese what is actually in the statement of commitment
"a solução vertida no diploma do governo é justa, equitativa e sustentável","the solution enshrined in the government diploma is fair, equitable and sustainable"
respeita os portugueses,respect the portuguese
garantindo-lhes que não comprometemos o caminho de recuperação de rendimentos,assuring them that we do not compromise the income recovery path
defendendo a credibilidade externa de portugal,defending Portugal's external credibility
garantindo as contas certas,securing the right accounts
"elas são o suporte emocional, físico e financeiro dos seus pais, sogros e filhos","they are the emotional, physical and financial support of their parents, in-laws and children"
"são elas que, após a jornada de trabalho, dedicam quatro ou mais horas a cuidar dos seus","they are the ones who, after the workday, dedicate four or more hours to taking care of their"
"são elas que, sem qualquer renumeração, colocam a sua vida em espera, os seus sonhos e ambições, para dar ao outro a dignidade que a vida já lhes tirou","they are the ones who, without any remuneration, put their lives on hold, their dreams and ambitions, to give the other the dignity that life has already taken from them."
é o seu dever,it's your duty
o que configura uma das omissões graves desta proposta de lei,which constitutes one of the serious omissions of this bill
"perante as constantes faltas, os cuidadores optam por congelar as suas carreiras ou abandonar mesmo o emprego","Faced with constant absences, caregivers choose to freeze their careers or even quit their jobs"
"podem chamar-se joão, josé ou nivaldo","they can be called joão, josé or nivaldo"
"geralmente, têm o nome de antónia, maria, bernarda ou catarina","they are usually named after antónia, maria, bernarda or catarina"
a esperança média de vida aumentou,average life expectancy has increased
a sociedade ainda não está preparada para cuidar dos mais velhos e dos enfermos,society is not yet ready to take care of the elderly and the sick
"estes cuidadores são tipicamente, segundo os últimos dados disponibilizados pelo instituto nacional de estatística, mulheres entre os 45 e 65 anos, com baixos rendimentos e baixa escolaridade","these caregivers are typically, according to the latest data made available by the national statistics institute, women between the ages of 45 and 65, with low incomes and low education"
"é o seu dever, diz-lhes uma sociedade pouco igual, machista e conservadora","it's their duty, tells them a little equal, sexist and conservative society"
"as faltas ao trabalho por acompanhamento do familiar a consultas isoladas continuam a não ser consideradas faltas justificadas, o que configura uma das omissões graves desta proposta de lei","absences from work due to family accompaniment to isolated consultations are still not considered justified absences, which constitutes one of the serious omissions of this draft law"
"a proposta de lei apresentada pelo governo, a 15 de fevereiro deste ano, é um passo importante para o reconhecimento desta questão e do trabalho não renumerado que lhe está associado",the bill presented by the government on 15 February this year is an important step towards recognizing this issue and the unpaid work associated with it
"perante as constantes faltas, os cuidadores optam por congelar as suas carreiras ou abandonar mesmo o emprego, tornando-os vulneráveis e menos independentes","Faced with constant absences, caregivers choose to freeze their careers or even quit their jobs, making them vulnerable and less independent."
"cuidador informal tem de ser sinónimo de afeto, atenção, família, sociedade, respeito, mas não pode ser sinónimo de mulher","informal caregiver must be synonymous with affection, attention, family, society, respect, but cannot be synonymous with a woman"
"cabe-nos a nós, enquanto sociedade, estarmos atentos a esta realidade e encontrar mecanismos que envolvam toda a família e comunidade para prestar cuidados a quem deles necessita","It is up to us, as a society, to be attentive to this reality and to find mechanisms that involve the whole family and community to provide care to those who need it."
"cabe ao estado proteger estas mulheres para que não lhes sejam atribuídas mais obrigações quando não o desejem, seja em nome do bem-estar familiar, seja em nome do bem-estar social","it is up to the state to protect these women so that they are not given more obligations when they do not want to, either in the name of family well-being or in the name of social well-being"
"a atribuição de um subsídio de apoio ao cuidador, assim como a criação do seguro social voluntário, são passos fundamentais que só pecam por tardios","the attribution of a support allowance to the caregiver, as well as the creation of voluntary social insurance, are fundamental steps that are only late"
"nesta sociedade patriarcal, é preciso garantir que o cuidador não seja subjugado ou obrigado a abdicar da sua vida em prol do bem-estar familiar","in this patriarchal society, it is necessary to ensure that the caregiver is not subjugated or forced to abdicate his life for the sake of family well-being"
como provável próximo presidente da comissão europeia o alemão manfred weber do ppe,as likely next president of the european commission the german manfred weber of ppe
como secretário-geral da comissão o alemão martin seylmar,as secretary general of the commission the german martin seylmar
como provável próximo presidente do banco central europeu o alemão jens weidmann (actual presidente do bundesbank),as likely next president of the european central bank the german jens weidmann (current president of the bundesbank)
como principal candidato a próximo presidente do conselho europeu o francês michel barnier,as the main candidate for the next president of the european council the french michel barnier
os dados estão previamente viciados e que as mãos no peito dos que falam muito em europeísmo visam afinal os seus próprios interesses,the data is pre-dated and that the hands on the chests of those who talk a lot about Europeanism are after all their own interests
a própria alemanha se questiona hoje sobre se as suas prioridades são europeias ou se lhe vale mais ir olhando para outros horizontes,Germany itself is now questioning whether its priorities are European or whether it is better to look at other horizons
"nos próximos dez anos, das cinco maiores potências económicas mundiais, pelo menos três serão asiáticas e não é certo que a ue seja uma das restantes","in the next ten years, of the five largest economic powers in the world, at least three will be asian and it is not certain that the eu is one of the remaining"
começa a surgir nos próprios discursos dos principais actores da máquina institucional da ue um tom defensivo,a defensive tone begins to emerge in the very speeches of the main actors of the eu institutional machine
"essa rendição de uma direita à sua direita, não só pelo discurso e pela agenda mas mesmo organizativamente, é uma desgraça sem nome e de funestas consequências","this surrender of a right to its right, not only in terms of discourse and agenda but even organizationally, is a nameless disgrace with disastrous consequences."
"há 17 países da ue com partidos da extrema-direita no respectivo parlamento nacional e, em vários deles, no próprio governo","there are 17 eu countries with far-right parties in their national parliament and, in several of them, in the government itself"
"que seja, pelo menos, o sinal de um princípio",let it at least be the sign of a beginning
"de uma maneira ou de outra, algo vai começar a 26 de maio","one way or another, something will start on the 26th of may"
cocktail de incertezas e de desilusões,cocktail of uncertainties and disappointments
sentimento de falta de democraticidade do funcionamento da ue,feeling of lack of democracy in the functioning of the eu
aumento das desigualdades no próprio espaço europeu,increase in inequalities within the European space itself
conivência com terceiros estados violadores dos mais elementares direitos humanos,collusion with third states that violate the most basic human rights
percepção de que nenhum responsável encara verdadeiras mudanças nem questiona os erros cometidos,perception that no one in charge faces real changes or questions the mistakes made
informações alarmantes de que caminhamos para um desastre ambiental,alarming information that we are heading towards an environmental disaster
muito provável uma nova crise financeira grave,very likely a new serious financial crisis
novas organizações de cariz xenófobo,new xenophobic organizations
"durante as negociações de adesão foram pressionados, em nome do modelo de mercados liberais, a privatizarem empresas e serviços","during the accession negotiations were pressured, in the name of the liberal markets model, to privatize companies and services"
direito comunitário não o impor,Community law does not impose
"certas políticas da união, sobretudo as que mais lhes interessavam, ou estariam sujeitas a longos períodos de transição ou não lhes seriam aplicáveis como já o eram aos estados-membros mais antigos","certain policies of the union, especially those that most interested them, would either be subject to long transitional periods or would not apply to them as they already were to the older member states"
"no recrutamento de funcionários dos novos países, a ue criou uma desigualdade de estatuto diminuindo os direitos dos recém-chegados em comparação com os já instalados","in recruiting staff from the new countries, the eu created an inequality of status by lowering the rights of newcomers compared to those already in place"
"para quem se libertara da canga soviética e da ‘soberania limitada’, o confronto com esta nova partilha de poderes haveria necessariamente de provocar, cedo ou tarde, um forte arrefecimento dos entusiasmos iniciais","for those who had freed themselves from the Soviet yoke and the ‘limited sovereignty’, the confrontation with this new sharing of powers would necessarily provoke, sooner or later, a strong cooling of the initial enthusiasms."
nos outros estados-membros foram surgindo reservas e desconfianças,"in the other member states, reservations and mistrust arose"
acentuar a impressão de que os dados estão previamente viciados e que as mãos no peito dos que falam muito em europeísmo visam afinal os seus próprios interesses de acordo com um plano que não explicitam,"to accentuate the impression that the data are pre- viously tainted and that the hands on the chests of those who talk a lot about Europeanism are, after all, aimed at their own interests according to a plan they do not make explicit"
se apontar como provável próximo presidente da comissão europeia o alemão manfred weber do ppe,the German manfred weber of the ppe is appointed as the likely next president of the european commission
como provável próximo presidente do banco central europeu o alemão jens weidmann,as likely next european central bank president german jens weidmann
fase histórica de grandes mudanças a nível global,historic phase of major changes at the global level
o ressurgimento de blocos de uns em oposição a outros,the resurgence of blocks of one in opposition to another
o aparecimento de novos actores na cena mundial,the emergence of new actors on the world stage
"começa a surgir nos próprios discursos dos principais actores da máquina institucional da ue um tom defensivo, para não dizer assustado","a defensive, not to say frightened, tone begins to emerge in the speeches of the main actors of the eu institutional machine"
reforçando o policiamento das suas fronteiras,strengthening the policing of its borders
invocando a urgência de um exército europeu,invoking the urgency of a European army
promovendo campeões industriais europeus,promoting European industrial champions
"derrapando, aos empurrões, para um proteccionismo comercial","skidding, by pushing, towards trade protectionism"
"as próprias empresas europeias vêm-se encurraladas num jogo que não desejam mas a que se submetem e, mais grave ainda, vêm-lhes ser retirado o acesso aos sistemas jurisdicionais nacionais ou da ue através de acordos comerciais com países terceiros que estabelecem tribunais arbitrais específicos para dirimir eventuais litígios","European companies themselves find themselves trapped in a game they do not want to play, but to which they are subjected and, more seriously, they are being denied access to national or eu jurisdictional systems through trade agreements with third countries that establish specific arbitration tribunals to settle any disputes"
extraterritorialidade de certas medidas sancionatórias americanas,extraterritoriality of certain American sanctions measures
"explica-se que a nível nacional reapareçam os mesmos tiques de fechamento e de desconfiança, tal como exprimidos por novas organizações de cariz xenófobo que recuperam um público desorientado e frustrado","it is explained that at the national level the same tics of closure and distrust reappear, as expressed by new xenophobic organizations that recover a disoriented and frustrated public."
este cocktail de incertezas e de desilusões,this cocktail of uncertainties and disappointments
por um sentimento de falta de democraticidade do funcionamento da ue,by a feeling of lack of democracy in the functioning of the EU
de aumento das desigualdades no próprio espaço europeu,of increasing inequalities within the European space itself
de conivência com terceiros estados violadores dos mais elementares direitos humanos,of collusion with third states that violate the most elementary human rights
da percepção de que nenhum responsável encara verdadeiras mudanças nem questiona os erros cometidos,the perception that no one in charge faces real changes or questions the mistakes made
"as informações alarmantes de que caminhamos para um desastre ambiental, sem que haja reacção séria dos governos","the alarming information that we are heading towards an environmental disaster, without any serious reaction from the governments"
é muito provável uma nova crise financeira grave,a new serious financial crisis is very likely
é certo que o eleitor europeu foi afastado do exercício democrático da tomada de decisões e do controlo do funcionamento da ue,it is true that the european voter has been removed from the democratic exercise of decision-making and from controlling the functioning of the eu
é certo também que no dia 26 tem o poder de escolher um programa e os actores da execução desse programa,it is also true that on the 26th you have the power to choose a program and the actors in the execution of that program
"pode ser que afinal, e apesar do seu voto, nada venha a mudar no essencial","it may be that after all, and despite your vote, nothing will fundamentally change"
esse voto é uma afirmação e será um sinal,this vote is an affirmation and will be a sign
a ue criou uma desigualdade de estatuto,the eu created an inequality of status
diminuindo os direitos dos recém-chegados em comparação com os já instalados,lowering the rights of newcomers compared to those already installed
"começa a surgir nos próprios discursos dos principais actores da máquina institucional da ue um tom defensivo, para não dizer assustado, reforçando o policiamento das suas fronteiras, invocando a urgência de um exército europeu, promovendo campeões industriais europeus e derrapando, aos empurrões, para um proteccionismo comercial","a defensive tone, not to say frightened, begins to emerge in the speeches of the main actors of the eu institutional machine, reinforcing the policing of its borders, invoking the urgency of a european army, promoting european industrial champions and skidding, by pushing, towards a trade protectionism"
"as próprias empresas europeias, confrontadas pela extraterritorialidade de certas medidas sancionatórias americanas, vêm-se encurraladas num jogo que não desejam mas a que se submetem e, mais grave ainda, vêm-lhes ser retirado o acesso aos sistemas jurisdicionais nacionais ou da ue através de acordos comerciais com países terceiros que estabelecem tribunais arbitrais específicos para dirimir eventuais litígios","even european companies, faced with the extraterritorial nature of certain american sanctioning measures, find themselves trapped in a game they do not want but to which they submit themselves and, even worse, they are being denied access to national or eu judicial systems through trade agreements with third countries that establish specific arbitration tribunals to settle any disputes"
incertezas,uncertainties
desilusões,disappointments
"estas circunstâncias determinam uma crescente exigência na abordagem das questões e na concretização de soluções centradas nas pessoas, nos territórios e na sustentabilidade das opções integradas","these circumstances determine a growing demand in addressing issues and implementing solutions centered on people, territories and the sustainability of integrated options"
não é possível pensar no sistema sem questionar o volume de perdas de água,it is not possible to think about the system without questioning the volume of water losses
não é desejável vangloriamo-nos com os níveis de qualidade e segurança da água sem ter em conta de que existe uma malha fina dessa avaliação que precisa de ser tida em conta,it is not desirable to boast about the levels of quality and safety of water without taking into account that there is a fine mesh of this assessment that needs to be taken into account
este é um desafio integrado,this is an integrated challenge
intervir nas consequências,intervene in the consequences
o que está em causa é sobressaltar as consciências comunitárias e os decisores de que existem realidades mais complexas que impõem novas abordagens no tratamento de um bem tão vital para a vida como é a água,what is at stake is to startle community consciences and decision-makers that there are more complex realities that require new approaches in the treatment of such a vital asset for life as water
devemos agir nas causas,we must act on the causes
renovados desafios de sustentabilidade,renewed sustainability challenges
de renovação das infraestruturas,infrastructure renovation
"da emergência de novas realidades geradas pelos seres humanos, pelo meio ambiente ou por um conjunto de conjugações expressas nas alterações climáticas","the emergence of new realities generated by human beings, the environment or a set of combinations expressed in climate change"
"uma crescente exigência na abordagem das questões e na concretização de soluções centradas nas pessoas, nos territórios e na sustentabilidade das opções integradas","a growing demand for addressing issues and implementing solutions centered on people, territories and the sustainability of integrated options"
existem realidades mais complexas,there are more complex realities
novas abordagens no tratamento de um bem tão vital para a vida como é a água,new approaches in the treatment of such a vital asset for life as water
as descargas das indústrias farmacêuticas,discharges from pharmaceutical industries
as unidades de prestação de cuidados de saúde,health care units
"todos nós que ingerimos medicamentos, cada vez mais complexos e aproximados das patologias, que depois de metabolizados pelo nosso organismo geram dejetos com substâncias farmacológicas, presentes nas águas residuais","all of us who ingest medicines, increasingly complex and closer to pathologies, which after being metabolized by our body generate waste with pharmacological substances, present in wastewater"
desafio integrado,integrated challenge
"teremos de mobilizar vontades, consciências sociais, conhecimento da comunidade científica e investimento para as adaptações tecnológicas das eta’s e das etar’s","we will have to mobilize wills, social consciences, knowledge of the scientific community and investment for the technological adaptations of the eta's and the etar's"
"desafios que se colocam à indústria farmacêutica, na geração de fármacos com moléculas de menor persistência ambiental","challenges faced by the pharmaceutical industry, in the generation of drugs with molecules with less environmental persistence"
aos cidadãos com maior consciência dos impactos ambientais da toma de medicamentos,citizens with greater awareness of the environmental impacts of taking medication
aos decisores políticos e ao setor da água e dos resíduos através de uma adequação das estações de tratamento a este patamar superior do tratamento e da avaliação da água e dos resíduos,policy makers and the water and waste sector by adapting treatment plants to this higher level of treatment and assessment of water and waste
existe um risco com a persistência e acumulação de pequenas quantidades de fármacos nas massas de água para abastecimento e nas águas residuais,there is a risk with the persistence and accumulation of small amounts of drugs in water supply and wastewater
"precisam de ser monitorizados, ter os seus impactos avaliados e suscitar as adequadas soluções técnicas","need to be monitored, have their impacts assessed and generate appropriate technical solutions"
a bem de todos nós e do planeta em que vivemos,for the good of all of us and the planet we live on
a sua avaliação precisa de ser aprofundada e todos temos de ser parte da construção de soluções,your assessment needs to be in-depth and we all need to be part of building solutions
existem realidades mais complexas que impõem novas abordagens no tratamento de um bem tão vital para a vida como é a água,there are more complex realities that impose new approaches in the treatment of such a vital asset for life as water
"não é desejável vangloriamo-nos com os níveis de qualidade e segurança da água sem ter em conta de que existe uma malha fina dessa avaliação que precisa de ser tida em conta: a da presença de medicamentos, drogas e bactérias multirresistentes nas águas residuais","it is not desirable to boast about the levels of quality and safety of water without taking into account that there is a fine mesh of this evaluation that needs to be taken into account: the presence of drugs, drugs and multi-resistant bacteria in wastewater"
"os partidos à esquerda do ps, vendo que não têm nada a perder, demarcaram-se da “geringonça”","the parties to the left of the ps, seeing that they have nothing to lose, demarcated themselves from the “geingonça”"
o pcp conseguiu voltar a focar a luta sindical na fenprof,pcp managed to refocus the union struggle on fenprof
"o be, não tendo nada a perder, continua na sua senda populista","be, having nothing to lose, continues on its populist path"
o cds entregara na assembleia da república uma proposta no sentido da contabilização integral do tempo,the cds had submitted a proposal to the assembly of the republic for the full accounting of time
o psd manifestara uma posição favorável aos professores,the psd had expressed a favorable position for teachers
possibilidade de conversão de anos congelados dos professores em bónus na pensão,possibility of converting teachers' frozen years into pension bonuses
"estes partidos que, supostamente, estarão preocupados com a economia e finanças, não perderam a oportunidade para sacrificar os interesses de todos pela caça aos votos na classe docente","these parties that, supposedly, will be concerned with the economy and finances, did not miss the opportunity to sacrifice the interests of all for the hunt for votes in the teaching class"
este domingo deram o dito pelo não dito,this sunday they gave the said for the unsaid
perceberam que o seu eleitorado tradicional não os perdoa,realized that their traditional electorate does not forgive them
"nesta ópera-bufa ainda em curso, os suspeitos do costume do sindicalismo português regozijam","in this opera-buffa, still in progress, the suspects of Portuguese trade unionism rejoice"
mário nogueira canta vitória,mario nogueira sings victory
arménio carlos vem pedir que toda a função pública seja tratada de igual forma,armenian carlos asks that all public service be treated equally
"ao longo destes anos todos, a música continua igual","over all these years, the music remains the same"
o sectarismo de uma classe em relação a outras,the sectarianism of one class in relation to others
o diferente tratamento entre funcionários públicos e os restantes cidadãos,the different treatment between civil servants and other citizens
ausência de despedimentos,absence of redundancies
acesso à adse,access to adse
a dependência que o poder tem das clientelas do estado,the dependence that power has on the clientele of the state
as 35 horas semanais de trabalho,35 hours of work per week
não reconhecemos às comunidades locais a capacidade de valorizarem os serviços educativos,we do not recognize the ability of local communities to value educational services
preconceito ideológico,ideological prejudice
não agir para reformar a educação foi uma escolha política,not acting to reform education was a political choice
na política é preciso fazer escolhas,in politics you have to make choices
"essas escolhas não são dicotómicas, de soma zero, nem tão pouco abrangem apenas as remunerações","these choices are not dichotomous, zero-sum, nor do they only cover remuneration"
os partidos à esquerda do ps demarcaram-se da “geringonça”,the parties to the left of the ps demarcated themselves from the “geingonça”
vendo que não têm nada a perder,seeing they have nothing to lose
o be continua na sua senda populista,be continues on its populist path
não tendo nada a perder,having nothing to lose
rapidamente perceberam que o seu eleitorado tradicional não os perdoa,quickly realized that their traditional electorate does not forgive them
ainda este domingo deram o dito pelo não dito,even this sunday they gave the said for the unsaid
"a resolução n.º 1/2018 da assembleia da república, aprovada pelo ps, pcp, pev, be e pan, com a abstenção de psp e cds, “recomenda ao governo a contagem de todo o tempo de serviço para efeitos de progressão na carreira”","Resolution No. 1/2018 of the Assembly of the Republic, approved by the ps, pcp, pev, be and pan, with the abstention of psp and cds, “recommends the government to count all the time of service for the purposes of progression in the career"""
"o ps que, hoje, renega tal pretensão","the ps that, today, denies such pretension"
o acesso à adse,access to ads
"ps, cdu, be, psd e cds tiveram oportunidade de agir","ps, cdu, be, psd and cds had the opportunity to act"
"alegremente, seguem cantando",happily continue singing
os suspeitos do costume do sindicalismo português regozijam,the usual suspects of Portuguese trade unionism rejoice
"o diferente tratamento entre funcionários públicos e os restantes cidadãos (a que assistimos há muito, logo a começar pela ausência de despedimentos, as 35 horas semanais de trabalho e o acesso à adse)","the different treatment between civil servants and other citizens (which we have seen for a long time, starting with the absence of dismissals, the 35 hours per week and access to adse)"
a crise existiu,the crisis existed
por muitas contabilizações que se façam,for many accountings that are made
rui rio falava da possibilidade de conversão de anos congelados dos professores em bónus na pensão,rui rio talked about the possibility of converting frozen years of teachers into pension bonuses
"rapidamente perceberam que o seu eleitorado tradicional não os perdoa, e ainda este domingo deram o dito pelo não dito","quickly realized that their traditional electorate does not forgive them, and just this Sunday they gave the said for the unsaid"
"e o que vemos é, mais do que mero presente, passado e, principalmente, futuro","and what we see is, more than mere present, past and, above all, future"
as nossas paisagens de hoje são então as paisagens do futuro,our landscapes of today are then the landscapes of the future
"neste tempo de uma sociedade crescentemente perdida na maionese do perpétuo espectáculo imediatista, tudo é genérico","in this time of a society increasingly lost in the mayonnaise of the perpetual immediatist spectacle, everything is generic"
dificilmente cabe nela algo que não se conforme com as promessas fátuas de um folheto turístico,there is hardly anything in it that does not conform to the fatuous promises of a tourist brochure.
"em 2017, blade runner 2049 recorreu a bem reais imagens das estufas de ejido, no sul de espanha, para construir a ficção","in 2017, blade runner 2049 used very real images of the ejido greenhouses, in the south of spain, to build the fiction"
"é na paisagem que inscrevemos os nossos valores ou sua ausência, o respeito pelos limites ou total falta dele, a compreensão ou desconhecimento dos ciclos fundamentais que regem o chão comum sobre o qual nos assentamos os pés","it is in the landscape that we inscribe our values ​​or their absence, the respect for limits or the total lack thereof, the understanding or lack of knowledge of the fundamental cycles that govern the common ground on which we stand our feet"
"é lá então que nos vemos espelhados, de forma nua e crua – visão de que, muitas vezes, não gostamos, mas que é sempre a nossa","it is there that we see ourselves mirrored, in a naked and raw way – a vision that, many times, we do not like, but which is always ours."
"estas estufas podiam ser as que hoje asfixiam a costa vicentina e o sudoeste alentejano, ou que arrancam o algarve e a sua paisagem mediterrânica pela raiz","These greenhouses could be the ones that today asphyxiate the Vicentine coast and the southwest of Alentejo, or that uproot the Algarve and its Mediterranean landscape by the roots"
"para que o conhecimento possa penetrar, deve haver vontade de o apreender","For knowledge to penetrate, there must be a will to apprehend it."
essa aparenta escassear cada vez mais,this one seems to be getting scarcer
"o resto que temos, sendo paisagem, é cada vez menos nosso","the rest we have, being landscape, is less and less ours"
inovação proposta pelo governo para uma nova via verde de acesso a licenciaturas: anuncia-se que “o acesso ao superior já não implica exames”,innovation proposed by the government for a new greenway for access to degrees: it is announced that “access to higher education no longer implies exams”
"seria injusto, dizem, exigir aos alunos da via profissional exames de disciplinas que eles não tiveram","it would be unfair, they say, to require professional students to take exams in subjects they have not taken"
estes alunos optaram por um caminho que lhes dá acesso imediato à vida ativa,these students have chosen a path that gives them immediate access to active life
não lhes dá os conhecimentos básicos necessários para o ensino superior,does not give them the basic knowledge needed for higher education
opta-se por lhes oferecer uma porta alternativa onde esse desconhecimento será escondido: um concurso local que torna esta realidade invisível,we choose to offer them an alternative door where this ignorance will be hidden: a local competition that makes this reality invisible
as classificações obtidas são uma medida imperfeita do potencial,the ratings obtained are an imperfect measure of the potential
não há melhor,there is no better
o outro grande argumento é o atraso na taxa de qualificação dos portugueses residentes na faixa dos 30 a 34 anos,the other major argument is the delay in the qualification rate of Portuguese residents aged between 30 and 34 years old
este atraso está a ser deprimido pela emigração dos graduados,this delay is being depressed by the emigration of graduates
os números apresentados não dizem a verdade toda,the numbers presented do not tell the whole truth
o senhor primeiro-ministro dizia há dias que não queria que todos os portugueses fossem doutores ou engenheiros,the Prime Minister said a few days ago that he didn't want all Portuguese to be doctors or engineers
não é esta a política do seu governo,this is not your government policy
"em espanha, a taxa de diplomados é de 41,9%, mas apenas 28% com uma licenciatura","in spain, the rate of graduates is 41.9%, but only 28% with a degree"
"em frança, 45,5% têm um diploma, mas apenas 32% saem do sistema educativo com licenciatura","in france, 45.5% have a degree, but only 32% leave the education system with a degree"
"pelos últimos números (2018, provisório), portugal terá 33,1% dos jovens de 30 a 34 anos com uma licenciatura","According to the latest figures (2018, provisional), Portugal will have 33.1% of young people aged between 30 and 34 with a degree"
"a preocupação política nestes países é atenuar a frustração dos jovens licenciados que estão desempregados, subempregados ou só encontram emprego em área distante da sua formação","the political concern in these countries is to alleviate the frustration of young graduates who are unemployed, underemployed or only find employment in an area far removed from their training"
estes cursos mais curtos têm melhor empregabilidade do que muitas licenciaturas,these shorter courses have better employability than many degrees
a política oficial é aumentar a frequência destes ciclos curtos,official policy is to increase the frequency of these short cycles
"estes alunos optaram por um caminho que lhes dá acesso imediato à vida ativa, mas não lhes dá os conhecimentos básicos necessários para o ensino superior","these students have chosen a path that gives them immediate access to working life, but does not give them the basic knowledge necessary for higher education"
opta-se por lhes oferecer uma porta alternativa onde esse desconhecimento será escondido,it is decided to offer them an alternative door where this ignorance will be hidden
o governo adota agora a medida errada,the government now adopts the wrong measure
a proposta do governo é esvaziar os cursos de tesp para alimentar licenciaturas de má qualidade e imprestáveis no mercado de emprego,the government's proposal is to empty tesp courses to feed bad quality and useless degrees in the job market
o critério de acesso deve ser a avaliação do potencial do candidato para ter sucesso no curso a que se propõem,the access criterion must be the assessment of the candidate's potential to succeed in the proposed course
a utilização dos resultados de uma via académica do secundário é a base da decisão em quase todos os países europeus,the use of the results of a secondary academic path is the basis of decision in almost all European countries
"nos estados unidos, onde não há um currículo nacional único, a alternativa usada na admissão ao ensino superior é um teste geral (menos dependente de conhecimentos curriculares concretos) a que milhões de jovens se submetem anualmente","In the United States, where there is no single national curriculum, the alternative used for admission to higher education is a general test (less dependent on concrete curriculum knowledge) to which millions of young people take each year"
